productID	rateID	reply	
520514318543	251786157552	亲爱的顾客， 您好！由于快递原因没有给您带来愉快的购物体验我们深表歉意,偶也觉着这快递可以更快些，但是到您那边，这快递还是好评比较高的呢。要是亲亲有更好的快递，下次可以备注下哈，我们一定会尽可能发您满意的快递哦亲！森马祝您生活愉快！
520514318543	251596888534	亲亲，感谢您的评价，很抱歉给您带来不愉快的购物体验，您提出的问题，我们一定会努力改进，希望您不要因此对我们失望哦，感谢您包容我们的不足， 见证我们的努力并支持着我们，相信我们,用最真诚服务，回馈最好的您！
520514318543	252326343542	让亲爱的在森马有棒棒哒的购物体验，我们感到很荣幸也很幸福，谢谢亲选择森马支持森马，祝您心情棒棒哒，生活棒棒哒！要常来森马哦亲！
520514318543	249781184845	亲亲 这个不是专柜同款 只有线上才有 我们客服是想表达我们是正品 但是措辞不当呢亲 还请您谅解哈亲 我们页面也有标明是纯电商产品呢亲 一般情况下 如果是专柜同款 我们都会在页面标出呢亲
520514318543	249549220791	亲爱的顾客朋友，感谢您对我们产品的支持与信赖，您简单的一个”赞“字足以慰藉我们每天辛苦的工作，您的满意就是对我们最大的支持！我们也会经常做一些老会员的优惠活动，请老朋友们多多关注哦! 期待您的再次光临！祝您生活愉快！
520514318543	250555941372	感谢您对森马的支持与喜爱。商品面料制作时会经过着色工序，初次清洗可能会有经微掉色，属于正常范围内哦。同时建议您按照衣服的洗涤说明进行护理哦（不可曝晒，不可漂白，请勿浸泡，30度以下洗衣袋机洗，建议和浅色衣服分开洗涤）！
520514318543	251886504666	亲爱的，非常感谢您的评价。抱歉给您带来不好的购物体验，我在此代表我们客服给您鞠躬致歉。希望亲亲不要因为这次不好的购物体验对我们失望哦，我们一直在努力改进我们的服务，希望您再给我们一次机会，再来体验下我们的服务，希望可以弥补这次给您带来的不足。如果亲亲对我们的服务有任何建议意见，欢迎联系我们客服哦，感谢您一直以来对森马的支持，祝您心情愉快！
520514318543	252403682222	亲爱的顾客朋友，感谢您对我们产品的支持与信赖，您简单的一个”赞“字足以慰藉我们每天辛苦的工作，您的满意就是对我们最大的支持！我们也会经常做一些老会员的优惠活动，请老朋友们多多关注哦! 期待您的再次光临！祝您生活愉快！
520514318543	252094168943	让亲爱的在森马有棒棒哒的购物体验，我们感到很荣幸也很幸福，谢谢亲选择森马支持森马，祝您心情棒棒哒，生活棒棒哒！要常来森马哦亲！
520514318543	252994266087	亲爱的顾客， 您好！由于快递原因没有给您带来愉快的购物体验我们深表歉意,偶也觉着这快递可以更快些，但是到您那边，这快递还是好评比较高的呢。要是亲亲有更好的快递，下次可以备注下哈，我们一定会尽可能发您满意的快递哦亲！森马祝您生活愉快！
520514318543	249406910976	亲亲 ，我们是森马官方旗舰店哟，是属于森马集团旗下的哟，我们是绝对能保证正品的哟，也是支持专柜验货的哟 。如果亲亲对我们的产品不满意的话，我们是支持七天无理由退换货的哟！
520514318543	248507735700	亲爱的顾客朋友，感谢您对我们产品的支持与信赖，您简单的一个”赞“字足以慰藉我们每天辛苦的工作，您的满意就是对我们最大的支持！我们也会经常做一些老会员的优惠活动，请老朋友们多多关注哦! 期待您的再次光临！祝您生活愉快！
520514318543	249133749979	让亲爱的在森马有棒棒哒的购物体验，我们感到很荣幸也很幸福，谢谢亲选择森马支持森马，祝您心情棒棒哒，生活棒棒哒！要常来森马哦亲！
520514318543	249316513634	亲亲，求图求真相ing~可以上图，让众多俊男美女、才子佳人们开开眼哈，可能一不小心就被森马选为御用模特了哦！希望漂亮的衣儿给您带来漂亮的心情，要继续支持我们哦亲，么么哒！
520514318543	248631541897	谢谢亲光临本店,谢谢亲的满意，您的满意是我们永恒的追求，如有任何售后问题或者对我们的意见、建议都可以联系我们在线客服反馈，我们将积极妥善地为您解决。祝您生活愉快，越来越美丽！
520514318543	251809929514	亲爱的顾客， 您好！由于快递原因没有给您带来愉快的购物体验我们深表歉意,偶也觉着这快递可以更快些，但是到您那边，这快递还是好评比较高的呢。要是亲亲有更好的快递，下次可以备注下哈，我们一定会尽可能发您满意的快递哦亲！森马祝您生活愉快！
520514318543	251412732317	谢谢亲光临本店,谢谢亲的满意，您的满意是我们永恒的追求，如有任何售后问题或者对我们的意见、建议都可以联系我们在线客服反馈，我们将积极妥善地为您解决。祝您生活愉快，越来越美丽！
520514318543	251504157767	亲爱的顾客， 您好！由于快递原因没有给您带来愉快的购物体验我们深表歉意,偶也觉着这快递可以更快些，但是到您那边，这快递还是好评比较高的呢。要是亲亲有更好的快递，下次可以备注下哈，我们一定会尽可能发您满意的快递哦亲！森马祝您生活愉快！
520514318543	248586116836	谢谢亲光临本店,谢谢亲的满意，您的满意是我们永恒的追求，如有任何售后问题或者对我们的意见、建议都可以联系我们在线客服反馈，我们将积极妥善地为您解决。祝您生活愉快，越来越美丽！
520514318543	248988154876	让亲爱的在森马有棒棒哒的购物体验，我们感到很荣幸也很幸福，谢谢亲选择森马支持森马，祝您心情棒棒哒，生活棒棒哒！要常来森马哦亲！
520514318543	251928387750	让亲爱的在森马有棒棒哒的购物体验，我们感到很荣幸也很幸福，谢谢亲选择森马支持森马，祝您心情棒棒哒，生活棒棒哒！要常来森马哦亲！
520514318543	248603257087	亲爱的顾客朋友，感谢您对我们产品的支持与信赖，您简单的一个”赞“字足以慰藉我们每天辛苦的工作，您的满意就是对我们最大的支持！我们也会经常做一些老会员的优惠活动，请老朋友们多多关注哦! 期待您的再次光临！祝您生活愉快！
520514318543	250452766753	亲亲，感谢您的评价，很抱歉给您带来不愉快的购物体验，您提出的问题，我们一定会努力改进，希望您不要因此对我们失望哦，感谢您包容我们的不足， 见证我们的努力并支持着我们，相信我们,用最真诚服务，回馈最好的您！
520514318543	252520893932	谢谢亲光临本店,谢谢亲的满意，您的满意是我们永恒的追求，如有任何售后问题或者对我们的意见、建议都可以联系我们在线客服反馈，我们将积极妥善地为您解决。祝您生活愉快，越来越美丽！
520514318543	252295220497	亲爱的顾客，您好，感谢您支持与喜爱森马，由于灯光或显示器色彩偏差，照片与实物可能会有些许色差，还请您以细节图颜色为准.感谢您包容我们的不足 见证我们的努力并支持着我们，相信我们会用最真诚服务，回馈最好的您！
520514318543	248436022374	亲，该宝贝是春秋款，所以现在会感觉比较薄一点哈亲，但是早秋的时候穿，是极好的呢亲，^_^宝贝面料柔软，穿着很舒适哦。洗涤的时候注意轻柔手洗哈，不要长时间浸泡，阴凉处晾干，不要暴晒哦!森马祝您生活愉快！
520514318543	251362202176	亲爱的顾客朋友，感谢您对我们产品的支持与信赖，您简单的一个”赞“字足以慰藉我们每天辛苦的工作，您的满意就是对我们最大的支持！我们也会经常做一些老会员的优惠活动，请老朋友们多多关注哦! 期待您的再次光临！祝您生活愉快！
520514318543	250128047030	亲亲 ，我们是森马官方旗舰店哟，是属于森马集团旗下的哟，我们是绝对能保证正品的哟，也是支持专柜验货的哟 。如果亲亲对我们的产品不满意的话，我们是支持七天无理由退换货的哟！
520514318543	249862918708	亲亲 很抱歉让您有不愉快的购物体验 这款衣服不是专柜同款 是纯电商产品 您在线下看到的应该是相似款呢亲 这边客服是想表达我们是正品 但是措辞不当 让您造成误解 还请您谅解呢亲 祝您生活愉快
520514318543	253010109022	亲爱的顾客! 您好,由于快递原因没有给您带来愉快的购物体验我们深表歉意,我们会和快递公司沟通,提高快递的服务质量，希望您能继续支持我们。期待您的再次光临O(&cap;_&cap;)O!
